Component#1,Component#2,Smiles#1,Smiles#2,X#1 (molar fraction),"Tmelt, K"
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.333,262.28
1-dioctylphosphoryloctane,phenol,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,0.5,262.15
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCC1CCCCC1,0.5,262.12
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCC1CCCCC1,0.5,262.1
Tetrabutylammonium hydrogen sulfate,1-Nonanol,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,0.2,262.05
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,262
Tetrabutylammonium bromide,1-Nonanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,0.2,261.95
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",C[N+](C)(C)CCO.[Cl-],OCCCCO,0.34,261.71
Monoethanolamine hydrochloride,Ethyldiamine,C(CO)N.Cl,C(CN)N,0.5,261.65
tetrabutylazanium;chloride,decanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCC(=O)O,0.33,261.2
Tetrabutylammonium chloride,Decanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCC(=O)O,0.333333333,261.2
tetrabutylazanium;chloride,decanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCC(=O)O,0.333333,261.2
tetrabutylazanium;chloride,decanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCC(=O)O,0.3333,261.2
methyl(trioctyl)azanium;chloride,decanoic acid,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.3333,261.2
Tetrapropylammonium bromide,Triethylene glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O,0.285714286,261.15
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,CCC[N+](CCC)(CCC)CCC.[Br-],OCCOCCOCCO,0.285714,261.15
Urea hydrochloride,Ethyldiamine,C(=O)(N)N.Cl,C(CN)N,0.25,260.65
tetrabutylazanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],OCCOCCOCCO,0.75,260.46
Tetrabutylammonium chloride,Triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.75,260.46
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[N+](C)(C)CCO.[Cl-],OCCOCCOCCO,0.167,260.46
Choline chloride,Phenol,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,0.2,260.35
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,C[N+](C)(C)CCO.[Cl-],Oc1ccccc1,0.2,260.2
"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",2-[4-(2-methylpropyl)phenyl]propanoic acid,CC12CCC(CC1)C(C)(C)O2,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.6,260.15
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.549,260.022
butyl(trimethyl)azanium;chloride,butanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCC(=O)O,0.2,260
tetrapropylazanium;bromide,"ethane-1,2-diol",CCC[N+](CCC)(CCC)CCC.[Br-],OCCO,0.25,259.85
tetrapropylazanium;chloride,"ethane-1,2-diol",CCC[N+](CCC)(CCC)CCC.[Cl-],OCCO,0.25,259.85
Tetrapropylammonium bromide,Ethylene glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,0.25,259.85
decanol,10-undecenoic acid,CCCCCCCCCCO,C=CCCCCCCCCC(=O)O,0.687046452,259.83
"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",5-methyl-2-propan-2-ylphenol,CC12CCC(CC1=O)C2(C)C,Cc1ccc(C(C)C)c(O)c1,0.826,259.788
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.354,259.498
"2-Acetyloxy-N,N,N-trimethylethanaminium chloride",Urea,CC(=O)OCC[N+](C)(C)C.[Cl-],C(=O)(N)N,0.333333333,259.3
2-acetyloxyethyl(trimethyl)azanium;chloride,urea,CC(=O)OCC[N+](C)(C)C.[Cl-],NC(N)=O,0.3333,259.15
2-acetyloxyethyl(trimethyl)azanium;chloride,urea,CC(=O)OCC[N+](C)(C)C.[Cl-],NC(N)=O,0.67,259.15
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[N+](C)(C)CCO.[Cl-],OCCOCCOCCO,0.143,258.77
Tetrapropylammonium bromide,Glycerol,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O,0.333333333,258.15
Trimethylglycine,Thymol,C[N+](C)(C)CC(=O)[O-],CC1=CC(=C(C=C1)C(C)C)O,0.75,258.15
tetrapropylazanium;bromide,"propane-1,2,3-triol",CCC[N+](CCC)(CCC)CCC.[Br-],OCC(O)CO,0.333333,258.15
2-(trimethylazaniumyl)acetate,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CC(=O)[O-],Cc1ccc(C(C)C)c(O)c1,0.25,258.15
2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)CO,0.5,257.99
5-methyl-2-propan-2-ylphenol,decan-1-ol,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCO,0.6667,257.91
tetrabutylazanium;bromide,2-aminoethanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],NCCO,0.166667,257.6
Monoethanolamine hydrochloride,Ethyldiamine,C(CO)N.Cl,C(CN)N,0.333333333,257.45
Ninhydrin,1-Nonanol,C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,CCCCCCCCCO,0.25,257.45
Zinc chloride,Acetamide,[Cl-].[Cl-].[Zn+2],CC(=O)N,0.2,257.15
zinc;dichloride,acetamide,[Cl-].[Cl-].[Zn+2],CC(N)=O,0.2,257.15
Choline chloride,Benzoic acid,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(=O)O,0.5,257.09
Tetrapropylammonium bromide,Glycerol,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O,0.25,257.05
tetrapropylazanium;bromide,"propane-1,2,3-triol",CCC[N+](CCC)(CCC)CCC.[Br-],OCC(O)CO,0.25,257.05
Monoethanolamine hydrochloride,Ethyldiamine,C(CO)N.Cl,C(CN)N,0.2,257.05
Triethanolamine hydrochloride,Ethyldiamine,C(CO)N(CCO)CCO.Cl,C(CN)N,0.25,256.85
Triethanolamine hydrochloride,Ethyldiamine,C(CO)N(CCO)CCO.Cl,C(CN)N,0.25,256.75
"N,N-Diethylenethanolammonium chloride",Triethylene glycol,CC(C)(C)NCCO.Cl ,C(COCCOCCO)O,0.2,256.56
Tetraheptylammonium chloride,Decanoic acid,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.333333333,256.5
tetraheptylazanium;chloride,decanoic acid,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.33,256.5
tetraheptylazanium;chloride,decanoic acid,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.3333,256.5
Zinc chloride,"1,2-diethanediol",[Cl-].[Cl-].[Zn+2],C(CO)O,0.142857143,256.45
zinc;dichloride,"ethane-1,2-diol",[Cl-].[Cl-].[Zn+2],OCCO,0.142857,256.45
tetrabutylazanium;chloride,"ethane-1,2-diol",CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],OCCO,0.2,256.31
Tetrabutylammonium chloride,Ethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.2,256.31
Monoethanolamine hydrochloride,Ethyldiamine,C(CO)N.Cl,C(CN)N,0.25,256.25
(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"1,1,1,3,3,3-hexafluoropropan-2-ol",C[N+](C)(C)C[C@H](O)CC(=O)[O-],OC(C(F)(F)F)C(F)(F)F,0.25,255.95
tetrapropylazanium;bromide,"ethane-1,2-diol",CCC[N+](CCC)(CCC)CCC.[Br-],OCCO,0.166667,255.65
Tetrapropylammonium bromide,Ethylene glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,0.166666667,255.65
tetrapropylazanium;chloride,"ethane-1,2-diol",CCC[N+](CCC)(CCC)CCC.[Cl-],OCCO,0.166667,255.65
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,C[N+](C)(C)CCO.[Cl-],Oc1ccccc1,0.167,255.6
tetrabutylazanium;bromide,2-aminoethanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],NCCO,0.2,255.45
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCO,0.6667,255.23
butyl(trimethyl)azanium;chloride,butanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCC(=O)O,0.3333,255.19
tetrabutylazanium;bromide,propanedioic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],O=C(O)CC(=O)O,0.5,255.17
Methyltriphenylphosphonium bromide,Triethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.2,254.98
tetrabutylazanium;bromide,acetic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,0.5,254.7
(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"1,1,1,3,3,3-hexafluoropropan-2-ol",C[N+](C)(C)C[C@H](O)CC(=O)[O-],OC(C(F)(F)F)C(F)(F)F,0.3333,254.45
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCCOCCOCCO,0.2,254.3
tetrabutylazanium;bromide,propanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCC(=O)O,0.5,254.01
Tetrapropylammonium bromide,Triethylene glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O,0.25,253.95
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,CCC[N+](CCC)(CCC)CCC.[Br-],OCCOCCOCCO,0.25,253.95
Benzyltriphenylphosphonium chloride,Triethylene glycol,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,0.111111111,253.66
Allyltriphenylphosphonium bromide,Triethylene glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.090909091,253.63
triphenyl(prop-2-enyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCCOCCOCCO,0.0909,253.63
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.104,253.524
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NC=O,0.2857,253.5205
Choline chloride,Phenol,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,0.25,253.25
didodecyl(dimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],Cc1ccc(C(C)C)c(O)c1,0.3333,253.15
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,C[N+](C)(C)CCO.[Cl-],Oc1ccccc1,0.25,253.1
butyl(trimethyl)azanium;chloride,butanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCC(=O)O,0.25,252.94
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.277,252.59
Methyltriphenylphosphonium bromide,Triethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.158730159,251.81
"N,N-Diethylenethanolammonium chloride",Ethylene glycol,CC(C)(C)NCCO.Cl ,C(CO)O,0.166666667,251.63
"N,N-Diethylenethanolammonium chloride",Ethylene glycol,CC(C)(C)NCCO.Cl ,C(CO)O,0.2,251.63
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCCOCCOCCO,0.1667,251.6
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCCOCCOCCO,0.166667,251.6
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCCOCCOCCO,0.16,251.6
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",CC[NH+](CC)CCO.[Cl-],OCCO,0.2,251.48
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccccc1O,0.166,251.4
"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",5-methyl-2-propan-2-ylphenol,CC12CCC(CC1=O)C2(C)C,Cc1ccc(C(C)C)c(O)c1,0.756,251.167
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],OCC(O)CO,0.198,251.081
lithium;hexafluorophosphate,N-methylacetamide,F[P-](F)(F)(F)(F)F.[Li+],CNC(C)=O,0.177,251.079
"N,N-Diethylenethanolammonium chloride",Ethylene glycol,CC(C)(C)NCCO.Cl ,C(CO)O,0.25,251.05
tetrabutylazanium;bromide,oxalic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],O=C(O)C(=O)O,0.5,250.99
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",CC[NH+](CC)CCO.[Cl-],OCCO,0.25,250.9
lithium;bis(trifluoromethylsulfonyl)azanide,"ethane-1,2-diol",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],OCCO,0.3333,250.721
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccccc1O,0.203,250.3
decanol,octanoic acid,CCCCCCCCCCO,CCCCCCCC(=O)O,0.463433145,250.16
Zinc chloride,"1,6-hexanediol",[Cl-].[Cl-].[Zn+2],C(CCCO)CCO,0.25,250.15
lithium;bis(trifluoromethylsulfonyl)azanide,"ethane-1,2-diol",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],OCCO,0.2,249.864
tetrapropylazanium;bromide,"ethane-1,2-diol",CCC[N+](CCC)(CCC)CCC.[Br-],OCCO,0.2,249.75
tetrapropylazanium;chloride,"ethane-1,2-diol",CCC[N+](CCC)(CCC)CCC.[Cl-],OCCO,0.2,249.75
Tetrapropylammonium bromide,Ethylene glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,0.2,249.75
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.572,249.568
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.184,249.559
Choline chloride,O-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,0.2,249.55
Choline chloride,O-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,0.25,249.4
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccccc1O,0.25,249.4
triphenyl(prop-2-enyl)phosphanium;bromide,"propane-1,2,3-triol",C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCC(O)CO,0.0667,249.39
tetrabutylazanium;bromide,"propane-1,2,3-triol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],OCC(O)CO,0.2,249.09
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",C[N+](C)(C)CCO.[Cl-],OCCCCO,0.28,249.07
Tetraethylammonium bromide,Pyrogallol,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,0.333333333,248.85
zinc;dichloride,"ethane-1,2-diol",[Cl-].[Cl-].[Zn+2],OCCO,0.166667,248.72
Zinc chloride,"1,2-diethanediol",[Cl-].[Cl-].[Zn+2],C(CO)O,0.166666667,248.72
zinc;dichloride,"ethane-1,2-diol",[Cl-].[Cl-].[Zn+2],OCCO,0.25,248.42
Zinc chloride,"1,2-diethanediol",[Cl-].[Cl-].[Zn+2],C(CO)O,0.25,248.42
2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)CO,0.4,248.31
Decyltrimethylammonium bromide,Hexafluoroisopropanol,CCCCCCCCCC[N+](C)(C)C.[Br-],C(C(F)(F)F)(C(F)(F)F)O,0.333333333,248.25
tetrabutylazanium;bromide,"ethane-1,2-diol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],OCCO,0.3333,248.22
tetrabutylazanium;bromide,"ethane-1,2-diol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],OCCO,0.33,248.22
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5,247.95
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.303,247.577
menthol,borneol,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(C2)O)C)C,0.705291762,247.22
lithium;bis(trifluoromethylsulfonyl)azanide,"ethane-1,2-diol",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],OCCO,0.25,247.007
2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)CO,0.3,246.38
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,CC(=O)CCC(=O)O,0.186,246.377
"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",2-[4-(2-methylpropyl)phenyl]propanoic acid,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.5,246.15
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,CCC[N+](CCC)(CCC)Cc1ccccc1.[Cl-],CC(O)C(=O)O,0.496,244.961
"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",5-methyl-2-propan-2-ylphenol,CC12CCC(CC1=O)C2(C)C,Cc1ccc(C(C)C)c(O)c1,0.679,244.702
2-methyl-5-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)cc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.6019,244.25
Dodecyltrimethylammonium bromide,Hexafluoroisopropanol,CCCCCCCCCCCC[N+](C)(C)C.[Br-],C(C(F)(F)F)(C(F)(F)F)O,0.333333333,244.15
2-methyl-5-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)cc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5038,244.05
2-methyl-5-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)cc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.6943,243.55
lithium;hexafluorophosphate,N-methylacetamide,F[P-](F)(F)(F)(F)F.[Li+],CNC(C)=O,0.167,243.525
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.307,243.525
2-methyl-5-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)cc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.58,243.3
Zinc chloride,Ethylene glycol,[Cl-].[Cl-].[Zn+2],C(CO)O,0.2,243.15
Tetrabutylammonium hydrogen sulfate,Ninhydrin,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,0.588235294,243.15
Zirconyl chloride octahydrate,Urea,O.O.O.O.O.O.O.O.[O-2].[Cl-].[Cl-].[Zr+4],C(=O)(N)N,0.166666667,243.15
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",C[N+](C)(C)CCO.[Cl-],NC(=O)C(F)(F)F,0.333,243.14
Tetrabutylammonium chloride,Ethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.333333333,243.02
ChCl,phenol,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,0.227439199,243.02
tetrabutylazanium;chloride,"ethane-1,2-diol",CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],OCCO,0.333333,243.02
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",C[N+](C)(C)CCO.[Cl-],NC(=O)C(F)(F)F,0.33,243
Tetrapropylammonium bromide,Pyrogallol,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC(=C(C(=C1)O)O)O,0.5,242.62
"N,N-Diethylenethanolammonium chloride",Ethylene glycol,CC(C)(C)NCCO.Cl ,C(CO)O,0.333333333,242.3
tetrabutylazanium;chloride,"ethane-1,2-diol",CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],OCCO,0.25,242.27
Tetrabutylammonium chloride,Ethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.25,242.27
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",CC[NH+](CC)CCO.[Cl-],OCCO,0.333333,242.15
"(E)-1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine",urea,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,NC(N)=O,0.67,242.15
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",CC[NH+](CC)CCO.[Cl-],OCCO,0.3333,242.15
Zinc chloride,"1,2-diethanediol",[Cl-].[Cl-].[Zn+2],C(CO)O,0.2,242.02
zinc;dichloride,"ethane-1,2-diol",[Cl-].[Cl-].[Zn+2],OCCO,0.2,242.02
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.398,241.63
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],NC(=O)C(F)(F)F,0.25,241.36
Choline chloride,"1,4-butanediol",C[N+](C)(C)CCO.[Cl-],C(CCO)CO,0.25,241.15
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",C[N+](C)(C)CCO.[Cl-],OCCCCO,0.25,241.15
[N2222]Cl,glutaric acid,CC[N+](CC)(CC)CC.[Cl-],C(CC(=O)O)CC(=O)O,0.531440752,240.97
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.56,240.504
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],OCC(O)CO,0.25,240.5
Choline chloride,Glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.25,240.5
ChCl,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.3744988,240.23
1-dioctylphosphoryloctane,phenol,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,0.3333,240.15
benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,urea,C[N+](C)(CCO)Cc1ccccc1.[Cl-],NC(N)=O,0.3333,240.15
"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",5-methyl-2-propan-2-ylphenol,CC12CCC(CC1=O)C2(C)C,Cc1ccc(C(C)C)c(O)c1,0.3,240.15
Choline chloride,Ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,239.98
2-(trimethylazaniumyl)acetate,"1,1,1,3,3,3-hexafluoropropan-2-ol",C[N+](C)(C)CC(=O)[O-],OC(C(F)(F)F)C(F)(F)F,0.2857,239.85
Tetradecyltrimethylammonium bromide,Hexafluoroisopropanol,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],C(C(F)(F)F)(C(F)(F)F)O,0.333333333,239.75
2-hydroxyethyl(trimethyl)azanium;chloride,furan-2-ylmethanol,C[N+](C)(C)CCO.[Cl-],OCc1ccco1,0.166667,239.4
2-hydroxyethyl(trimethyl)azanium;chloride,furan-2-ylmethanol,C[N+](C)(C)CCO.[Cl-],OCc1ccco1,0.2,238.6
2-(trimethylazaniumyl)acetate,"1,1,1,3,3,3-hexafluoropropan-2-ol",C[N+](C)(C)CC(=O)[O-],OC(C(F)(F)F)C(F)(F)F,0.25,238.45
butyl(trimethyl)azanium;chloride,pentanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCCC(=O)O,0.2,238.26
"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",5-methyl-2-propan-2-ylphenol,CC12CCC(CC1=O)C2(C)C,Cc1ccc(C(C)C)c(O)c1,0.399,238.236
butyl(trimethyl)azanium;chloride,pentanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCCC(=O)O,0.25,238.19
benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,urea,C[N+](C)(CCO)Cc1ccccc1.[Cl-],NC(N)=O,0.67,238.15
butyl(trimethyl)azanium;chloride,pentanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCCC(=O)O,0.3333,237.84
