Component#1,Component#2,Smiles#1,Smiles#2,X#1 (molar fraction),"Tmelt, K"
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.25,282
dodecanoic acid,octanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCC(=O)O,0.249036429,281.95
thymol,borneol,CC1=CC(=C(C=C1)C(C)C)O,CC1(C2CCC1(C(C2)O)C)C,0.626416689,281.68
menthol,decanoic acid,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,0.638613029,281.34
Choline chloride,Glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.5,281.33
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.7,281.3
lithium;hexafluorophosphate,N-methylacetamide,F[P-](F)(F)(F)(F)F.[Li+],CNC(C)=O,0.202,281.295
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.598,281.295
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],OCC(O)CO,0.5,281.18
chromium(3+);trichloride;hexahydrate,urea,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],NC(N)=O,0.6664,281.0762
decanoic acid,dodecanol,CCCCCCCCCC(=O)O,CCCCCCCCCCCCO,0.369714824,280.98
1-methyl-4-prop-1-en-2-ylcyclohexene,decanoic acid,C=C(C)C1CC=C(C)CC1,CCCCCCCCCC(=O)O,0.666667,280.95
5-methyl-2-propan-2-ylphenol,undec-10-enoic acid,Cc1ccc(C(C)C)c(O)c1,C=CCCCCCCCCC(=O)O,0.2,280.65
Thymol,10-undecylenic,CC1=CC(=C(C=C1)C(C)C)O,C=CCCCCCCCCC(=O)O,0.2,280.65
5-methyl-2-propan-2-ylphenol,undec-10-enoic acid,Cc1ccc(C(C)C)c(O)c1,C=CCCCCCCCCC(=O)O,0.19,280.541
ChCl,malonic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.513770049,280.46
chromium(3+);trichloride;hexahydrate,urea,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],NC(N)=O,0.666,280.333
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,c1cnc2c(c1)ccc1cccnc12,Cc1ccc(C(C)C)c(O)c1,0.2026,280.2893
5-methyl-2-propan-2-ylphenol,octanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCC(=O)O,0.2,280.16
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NC=O,0.5968,279.7942
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,CC(=O)CCC(=O)O,0.301,279.71
2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,0.505,279.632
ChCl,lactic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O,0.483514965,279.56
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.3026,279.55
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccccc1O,0.143,279.5
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,C[N+](C)(C)CCO.[Cl-],Oc1ccccc1,0.119,279.3
"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCCCCCCCCCCC(=O)O,0.43,279.15
5-methyl-2-propan-2-ylcyclohexan-1-ol,2-oxopropanoic acid,CC1CCC(C(C)C)C(O)C1,CC(=O)C(=O)O,0.333,279.15
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCC(=O)O,0.6,279
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.3,279
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCC1CCCCC1,0.2,278.687
dodecanol,10-undecenoic acid,CCCCCCCCCCCCO,C=CCCCCCCCCC(=O)O,0.537513375,278.66
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.6015,278.55
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.602,278.3
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,C[N+](C)(C)CCO.[Cl-],NCCO,0.111111,278.23
didodecyl(dimethyl)azanium;chloride,2-hydroxyacetic acid,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],O=C(O)CO,0.25,278.15
potassium;thiocyanate,acetamide,N#C[S-].[K+],CC(N)=O,0.25,278.15
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333333,278.15
Potassium thiocynate,Acetamide,C(#N)[S-].[K+],CC(=O)N,0.25,278.15
Ammonium thiocynate,Acetamide,C(#N)S.N,CC(=O)N,0.25,278.15
benzyl(triethyl)azanium;chloride,oxalic acid,CC[N+](CC)(CC)Cc1ccccc1.[Cl-],O=C(O)C(=O)O,0.5,278.15
azanium;thiocyanate,acetamide,N#C[S-].[NH4+],CC(N)=O,0.25,278.15
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCC(=O)O,0.5963,278.1
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.6012,277.8
5-methyl-2-propan-2-ylphenol,cyclohexanecarboxylic acid,Cc1ccc(C(C)C)c(O)c1,O=C(O)C1CCCCC1,0.29,277.6
Choline chloride,Ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,277.45
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",cyclohexanecarboxylic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)C1CCCCC1,0.6,277.25
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.5965,277.15
Choline nitrate,Urea,C[N+](C)(C)CCO.[N+](=O)([O-])[O-],C(=O)(N)N,0.333333333,277.15
Methyltriphenylphosphonium bromide,Glycerol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,0.333333333,277.05
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,C[N+](C)(C)CCO.[Cl-],NCCO,0.166667,276.95
methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCC(O)CO,0.3333,276.9
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,C[N+](C)(C)CCO.[Cl-],NCCO,0.142857,276.84
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NC=O,0.5016,276.7626
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,C[N+](C)(C)CCO.[Cl-],NCCO,0.125,276.69
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.5981,276.4
zinc;dichloride,urea,[Cl-].[Cl-].[Zn+2],NC(N)=O,0.2251,276.15
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.6,276
n-hexadecane,p-xylene,CCCCCCCCCCCCCCCC,CC1=CC=C(C=C1)C,0.248937432,275.94
calcium;dichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,O.O.O.O.O.O.[Ca+2].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],0.66,275.85
tetrabutylazanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],OCCOCCOCCO,0.666667,275.57
Tetrabutylammonium chloride,Triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.666666667,275.57
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",cyclohexanecarboxylic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)C1CCCCC1,0.4,275.48
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCC1CCCCC1,0.6,275.455
5-methyl-2-propan-2-ylphenol,octanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCC(=O)O,0.3,275.45
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,CC(=O)CCC(=O)O,0.103,275.362
benzyl(triethyl)azanium;chloride,4-methylbenzenesulfonic acid,CC[N+](CC)(CC)Cc1ccccc1.[Cl-],Cc1ccc(S(=O)(=O)O)cc1,0.7,275.15
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",CC[NH+](CC)CCO.[Cl-],OCC(O)CO,0.2,275.15
benzyl(trimethyl)azanium;chloride,oxalic acid,C[N+](C)(C)Cc1ccccc1.[Cl-],O=C(O)C(=O)O,0.5,275.15
"N,N-Diethylenethanolammonium chloride",Glycerol,CC(C)(C)NCCO.Cl ,C(C(CO)O)O,0.2,275.12
tetraoctylazanium;chloride,decanoic acid,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.33,275.1
tetraoctylazanium;chloride,decanoic acid,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.3333,275.1
Tetraoctylammonium chloride,Decanoic acid,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.333333333,275.1
5-methyl-2-propan-2-ylphenol,octanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCC(=O)O,0.35,275
5-methyl-2-propan-2-ylphenol,octanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCC(=O)O,0.41,274.98
"N,N-Diethylenethanolammonium chloride",Glycerol,CC(C)(C)NCCO.Cl ,C(C(CO)O)O,0.25,274.85
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",CC[NH+](CC)CCO.[Cl-],OCC(O)CO,0.25,274.85
trioctylphosphine oxide,"N,N′-dihexylthiourea",CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CCCCCCNC(=S)NCCCCCC,0.435886406,274.33
Choline fluoride,Urea,C[N+](C)(C)CCO.[F-],C(=O)(N)N,0.333333333,274.15
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.4,274
lithium;hexafluorophosphate,N-methylacetamide,F[P-](F)(F)(F)(F)F.[Li+],CNC(C)=O,0.095,273.741
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.593,273.741
tetrabutylazanium;bromide,octanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCC(=O)O,0.3333,273.73
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[N+](C)(C)CCO.[Cl-],OCCOCCOCCO,0.25,273.65
Tetrabutylammonium bromide,Ethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.142857143,273.58
tetrabutylazanium;bromide,2-aminoethanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],NCCO,0.142857,273.58
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCC1CCCCC1,0.3,273.434
thymol,octanoic acid,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCC(=O)O,0.355974248,273.33
Diethylethanolammonium chloride,Trifluoroacetamide,CC[NH+](CC)CCO.[Cl-],C(=O)(C(F)(F)F)N,0.333333333,273.2
2-hydroxyethyl(trimethyl)azanium;chloride,"3,4-dimethylphenol",C[N+](C)(C)CCO.[Cl-],Cc1ccc(O)cc1C,0.33,273.16
potassium;thiocyanate,azepan-2-one,N#C[S-].[K+],O=C1CCCCCN1,0.25,273.15
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],NC(=O)C(F)(F)F,0.333333,273.15
Potassium thiocynate,Caprolactam,C(#N)[S-].[K+],C1CCC(=O)NCC1,0.25,273.15
diethyl(2-hydroxyethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,CC[NH+](CC)CCO.[Cl-],OCCOCCOCCO,0.67,273.15
Methyltrioctylammonium chloride,Decanoic acid,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.333333333,273.1
"N,N-Diethylenethanolammonium chloride",Triethylene glycol,CC(C)(C)NCCO.Cl ,C(COCCOCCO)O,0.333333333,273.1
methyl(trioctyl)azanium;chloride,decanoic acid,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCCC(=O)O,0.33,273.1
"N,N-Diethylenethanolammonium chloride","2,2,2-trifluoroacetamide",CC(C)(C)NCCO.Cl ,C(=O)(C(F)(F)F)N,0.333333333,273.05
diethyl(2-hydroxyethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,CC[NH+](CC)CCO.[Cl-],OCCOCCOCCO,0.3333,273.05
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",2-cyclohexylacetic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CC1CCCCC1,0.45,272.9
methyl(triphenyl)phosphanium;bromide,2-aminoethanol,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],NCCO,0.111111,272.72
Methyltriphenylphosphonium bromide,Mono ethanolamine,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N,0.111111111,272.72
(Z)-octadec-9-enoic acid,5-methyl-2-propan-2-ylcyclohexan-1-ol,CCCCCCCC/C=C\CCCCCCCC(=O)O,CC1CCC(C(C)C)C(O)C1,0.5,272.64
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.3,272.4
benzyl(trimethyl)azanium;chloride,4-methylbenzenesulfonic acid,C[N+](C)(C)Cc1ccccc1.[Cl-],Cc1ccc(S(=O)(=O)O)cc1,0.7,272.15
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.62,272.011
Diethylethanolammonium chloride,Glycerol,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O,0.333333333,271.95
"N,N-Diethylenethanolammonium chloride",Glycerol,CC(C)(C)NCCO.Cl ,C(C(CO)O)O,0.333333333,271.82
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",CC[NH+](CC)CCO.[Cl-],OCC(O)CO,0.333333,271.82
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",CC[NH+](CC)CCO.[Cl-],OCC(O)CO,0.3333,271.82
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.3011,271.8
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NC=O,0.2063,271.71
2-methyl-5-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)cc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.8997,270.05
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",C[N+](C)(C)CCO.[Cl-],NC(=O)C(F)(F)F,0.36,270
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.301,269.9
5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,CC1CCC(C(C)C)C(O)C1,CCCCCCCC(=O)O,0.5,269.73
Choline chloride,Monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.125,269.65
Choline chloride,Monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.142857143,269.55
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCCO,0.111111,269.37
Choline chloride,Monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.166666667,269.35
Propylammonium bromide,Glycerol,CCCN.Br,C(C(CO)O)O,0.333333333,269.15
menthol,cyclohexanecarboxylic acid,CC1CCC(C(C1)O)C(C)C,C1CCC(CC1)C(=O)O,0.518089537,269.12
Methyltriphenylphosphonium bromide,Glycerol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,0.357142857,269.12
methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCC(O)CO,0.363636,269.12
menthol,octanoic acid,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,0.534892936,268.74
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NC=O,0.4032,268.6784
dodecanol,octanoic acid,CCCCCCCCCCCCO,CCCCCCCC(=O)O,0.315970055,268.46
Tetrapropylammonium bromide,Glycerol,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O,0.2,268.45
tetrapropylazanium;bromide,"propane-1,2,3-triol",CCC[N+](CCC)(CCC)CCC.[Br-],OCC(O)CO,0.2,268.45
lithium;bis(trifluoromethylsulfonyl)azanide,N-methylacetamide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],CNC(C)=O,0.098,268.356
Choline chloride,Monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.111111111,268.15
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCC1CCCCC1,0.4,267.91
butyl(trimethyl)azanium;chloride,hexanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCCCC(=O)O,0.25,267.79
Methyltriphenylphosphonium bromide,Glycerol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,0.25,267.75
butyl(trimethyl)azanium;chloride,hexanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCCCC(=O)O,0.3333,267.7
methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCC(O)CO,0.25,267.6
butyl(trimethyl)azanium;chloride,hexanoic acid,CCCC[N+](C)(C)C.[Cl-],CCCCCC(=O)O,0.2,267.44
Ethylammonium bromide,Glycerol,CCN.Br,C(C(CO)O)O,0.333333333,267.15
benzyl-bis(2-hydroxyethyl)-methylazanium;chloride,urea,C[N+](CCO)(CCO)Cc1ccccc1.[Cl-],NC(N)=O,0.3333,267.15
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.5,267
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.4942,266.75
2-methyl-5-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)cc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.4013,266.25
didodecyl(dimethyl)azanium;chloride,2-phenylacetic acid,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],O=C(O)Cc1ccccc1,0.3333,266.15
2-(trimethylazaniumyl)acetate,2-phenylacetic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)Cc1ccccc1,0.3333,266.15
Trimethylglycine,Phenyl acetic acid,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)CC(=O)O,0.666666667,266.15
Tetrabutylammonium iodide,1-Nonanol,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,0.047619048,266.05
Tetrapropylammonium bromide,Benzilic acid,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,265.61
tetrapropylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",CCC[N+](CCC)(CCC)CCC.[Br-],O=C(O)C(O)(c1ccccc1)c1ccccc1,0.5,265.61
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.537,265.4
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",acetic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)O,0.5,265.34
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.25,265.19
Methyltriphenylphosphonium bromide,Triethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.25,265.15
tetrabutylazanium;bromide,2-aminoethanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],NCCO,0.25,265.15
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCCOCCOCCO,0.25,264.9
menthol,cyclohexylpropionic acid,CC1CCC(C(C1)O)C(C)C,C1CCC(CC1)CCC(=O)O,0.502353669,264.78
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.244,264.676
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",cyclohexanecarboxylic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)C1CCCCC1,0.5,264.22
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C[N+](C)(C)CCO.[Cl-],OCCOCCOCCO,0.2,263.96
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.352,263.9
Tetrapropylammonium bromide,Triethylene glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O,0.2,263.55
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,CCC[N+](CCC)(CCC)CCC.[Br-],OCCOCCOCCO,0.2,263.55
Tetrabutylammonium chloride,Triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.8,263.54
tetrabutylazanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],OCCOCCOCCO,0.8,263.54
decanoic acid,decanol,CCCCCCCCCC(=O)O,CCCCCCCCCCO,0.251923138,263.21
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.166667,263.2
lithium;hexafluorophosphate,N-methylacetamide,F[P-](F)(F)(F)(F)F.[Li+],CNC(C)=O,0.119,263.165
lithium;hexafluorophosphate,N-methylacetamide,F[P-](F)(F)(F)(F)F.[Li+],CNC(C)=O,0.184,263.165
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.579,263.165
Butylammonium bromide,Glycerol,CCCCN.Br,C(C(CO)O)O,0.333333333,263.15
Ammonium thiocynate,Caprolactam,C(#N)S.N,C1CCC(=O)NCC1,0.25,263.15
2-methyl-5-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)cc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.7996,263.05
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.2,263
trioctylphosphine oxide,levulinic acid,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC(=O)CCC(=O)O,0.37604901,262.42
